codigo,pergunta,Ano
K03501,___ recebe ajuda para realizar alguma(s) destas atividades,2019
K03601,"Na maioria das vezes, quem presta ajuda a ___ para realizar algumas dessas atividades?",2019
K03602,Essa pessoa que lhe presta ajuda é remunerada por este serviço?,2019
K04301,"___faz uso de algum medicamento, que foi receitado por um médico, para uso regular ou contínuo (Diário)",2019
K04302,"Quantos medicamentos diferentes de uso regular ou contínuo, receitados pelo médico, ___ usou nas duas últimas semanas",2019
K04401,Quando foi a última vez que ___ fez exame de vista por profissional de saúde,2019
K045,Algum médico já deu a ___ diagnóstico de catarata em uma ou em ambas as vistas,2019
K046,Houve indicação para realização de cirurgia nos olhos para retirar a catarata,2019
K047,___ fez a cirurgia,2019
K048,Qual o principal motivo do(a) ___ não ter feito a cirurgia de catarata,2019
K050,___ pagou algum valor pela cirurgia,2019
K051,A cirurgia foi feita através do Sistema Único de Saúde (SUS),2019
K052,"Nos últimos doze meses, ___ tomou vacina contra gripe",2019
K05302,Qual o principal motivo por não ter tomado a vacina contra gripe,2019
K05401,"Nos últimos doze meses, ___ teve alguma queda",2019
K05402,"Nos últimos doze meses, na ocasião dessa(as) queda(as) ocorrida(s) ___ procurou o serviço de saúde",2019
k055,"Na ocasião dessa(s) queda(s) nos últimos doze meses, ___ fraturou quadril ou fêmur",2019
K05601,____ fez cirurgia por causa dessa fratura,2019
K05602,___ teve colocação de prótese,2019
K062,Informante do Módulo K,2019
L01701,Leite materno?,2019
L01702,Outro leite ou derivados de leite?,2019
L01703,Água?,2019
L01704,Chá?,2019
L01705,Mingau?,2019
L01706,Frutas ou suco natural de frutas?,2019
L01707,Sucos artificiais?,2019
L01708,Verduras/legumes?,2019
L01709,"Feijão ou outras leguminosas (lentilha, ervilha etc)?",2019
L01710,Carnes ou ovos?,2019
L01711,"Batata e outros tubérculos e raízes (batata doce, mandioca)?",2019
L01712,"Cereais e derivados (arroz, pão, cereal, macarrão, farinha, etc)?",2019
L01713,Biscoitos ou bolachas ou bolo?,2019
L01714,"Doces, balas ou outros alimentos com açúcar?",2019
L01715,Refrigerantes?,2019
L01716,Outros?,2019
L018,"Desde que ___________nasceu, tomou ou comeu outro alimento que não leite materno?",2019
L019,Alguma vez ___________ recebeu Sulfato Ferroso?,2019
L021,Foi realizado o teste do pezinho?,2019
L022,Quando foi realizado o teste do pezinho?,2019
L023,"Quanto tempo depois da realização do teste do pezinho, recebeu o resultado?",2019
L024,Foi realizado o teste de orelhinha?,2019
L025,Quando foi realizado o teste da orelhinha?,2019
L026,Quanto tempo depois da realização do teste da orelhinha você recebeu o resultado?,2019
L027,Foi realizado o teste do olhinho?,2019
L028,O teste do olhinho foi realizado nas primeiras 24 horas de vida?,2019
L029,Recebeu o resultado do olhinho na hora em que o exame foi realizado?,2019
L030,Foi realizado o teste do coraçãozinho?,2019
L031,O teste do coraçãozinho foi realizado entre 24 e 48 horas de vida quando ele (a) ainda estava na maternidade?,2019
L032,Recebeu o resultado do teste do coraçãozinho realizado?,2019
L033,O teste do coraçãozinho realizado deu resultado alterado?,2019
L034,Fez exame complementar?,2019
L035,Recebeu o cartão de vacinação ou caderneta de saúde da criança?,2019
L036,O(A) morador(a) mostrou a caderneta de saúde da criança,2019
L037,"Vacina Penta (também chamada de Pentavalente, DTP/Hib/HB)",2019
L038,"Vacina Poliomielite (também chamada de gotinha, VIP, VOP, PÓLIO, ANTIPÓLIO, POLIOMIELITE, SABIN)",2019
L039,"Vacina Pneumocócica (também chamada de Pneumo 10, Pneumo 13, Pncc)",2019
L040,"Vacina Tríplice Viral (também chamada SCR, TRIVIRAL, TV, MMR).",2019
L042,O informante desta parte foi:,2019
M001,Entrevista do adulto selecionado,2019
M002,Identificação da mãe do morador selecionado,2019
M00203,Morador selecionado está apto para responder?,2019
M00302,O informante desta parte é:,2019
M00303,"Normalmente, quantos dias na semana o(a) Sr(a) se desloca(va) de casa para o(s) trabalho(s)",2019
M00401,"Quanto tempo em horas o(a) Sr(a) gasta(va), normalmente, por dia, no deslocamento para o(s) seu(s) trabalho(s), considerando ida e volta",2019
M00402,"Quanto tempo em minutos o(a) Sr(a) gasta, normalmente, por dia, no deslocamento para o(s) seu(s) trabalho(s), considerando ida e volta",2019
M005010,"No(s) seu(s) trabalho(s), habitualmente, (s) o(a) Sr(a) trabalha(va) algum período de tempo entre as 8 horas da noite e às 5 horas da manhã",2019
M005011,"Quantas horas trabalha(va) por dia, habitualmente, no período de 8 horas da noite e 5 horas da manhã",2019
M00601,"Com que frequência, habitualmente, o(a) Sr(a) trabalha(va) no horário entre 8 horas da noite e 5 horas da manhã em algum dos seus trabalhos",2019
M007,"Em algum dos seus trabalhos, o(a) Sr(a) trabalha(va) em regime de turnos ininterruptos, isto é, por 24 horas seguidas",2019
M008,Com que frequência o(a) Sr(a) trabalha(va) por 24 horas seguidas,2019
M009,O(a) Sr(a) normalmente trabalha(va) em ambientes,2019
M01001,"Nos últimos 30 dias, alguém fumou no mesmo ambiente fechado onde o(a) Sr(a) trabalhava (todos os trabalhos)",2019
M011011,"No(s) seu(s) trabalho(s), o(a) Sr(a) está(estava) exposto(a) a algum destes fatores que podem afetar a sua saúde. Manuseio de substâncias químicas (agrotóxicos, gasolina, diesel, formol, chumbo, mercúrio, cromo, quimioterápicos etc.)",2019
M011021,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Exposição a ruído (barulho intenso)",2019
M011031,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Exposição longa ao sol",2019
M011041,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Manuseio de material radioativo (transporte, recebimento, armazenagem, trabalho com raio-x)",2019
M011051,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Manuseio de resíduos urbanos (lixo)",2019
M011061,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Exposição a material biológico (sangue, agulhas, secreções)",2019
M011071,"No(s) seu(s) trabalho(s), o(a) Sr(a) está exposto(a) a algum destes fatores que podem afetar a sua saúde Exposição à poeira mineral (pó de mármore, de areia, de brita, de vidro (sílica), de amianto (asbesto), de ferro ou aço)",2019
M01401,Com quantos familiares ou parentes ___ pode contar em momentos bons ou ruins,2019
M01501,Com quantos amigos próximos ___ pode contar em momentos bons ou ruins (Sem considerar os familiares ou parentes,2019
M01601,"Nos últimos doze meses, com que frequência o(a) Sr(a) se reuniu com outras pessoas para prática de atividades esportivas, exercícios físicos, recreativos ou artísticos",2019
M01701,"Nos últimos doze meses, com que frequência o(a) Sr(a) participou de reuniões de grupos como associações de moradores ou funcionários, movimentos sociais/comunitários, centros acadêmicos ou similares",2019
M01801,"Nos últimos 12 meses, com que frequência o(a) Sr(a) fez trabalho voluntário não remunerado",2019
M01901,"Nos últimos doze meses, com que frequência o(a) Sr(a) compareceu a atividades coletivas da sua religião ou de outra religião sem contar com situações como casamento, batizado, ou enterro)",2019
N001,"Em geral, como o(a) Sr(a) avalia a sua saúde",2019
N00101,"Considerando saúde como um estado de bem-estar físico e mental, e não somente a ausência de doenças, como você avalia o seu estado de saúde?",2019
N004,"Quando o(a) Sr(a) sobe uma ladeira, um lance de escadas ou caminha rápido no plano, sente dor ou desconforto no peito",2019
N005,"Quando o(a) Sr(a) caminha em lugar plano, em velocidade normal, sente dor ou desconforto no peito",2019
N006,O que o(a) Sr(a) faz se sente dor ou desconforto no peito,2019
N00701,"Quando o(a) Sr(a) para, o que acontece com a dor ou desconforto no peito",2019
N008,O(A) Sr(a) pode me mostrar onde geralmente sente essa dor/desconforto no peito,2019
N010,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas no sono, como dificuldade para adormecer, acordar frequentemente à noite ou dormir mais do que de costume?",2019
N011,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas por não se sentir descansado(a) e disposto(a) durante o dia, sentindo-se cansado(a), sem ter energia?",2019
N012,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve pouco interesse ou não senitiu prazer em fazer as coisas?",2019
N013,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas para se concentrar nas suas atividades habituais?",2019
N014,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas na alimentação, como ter falta de apetite ou comer muito mais do que de costume?",2019
N015,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve lentidão para se movimentar ou falar, ou ao contrário ficou muito agitado(a) ou inquieto(a)?",2019
N016,"Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu deprimido(a), “pra baixo” ou sem perspectiva?",2019
N017,"Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu mal consigo mesmo, se achando um fracasso ou achando que decepcionou sua família?",2019
N018,"Nas duas últimas semanas, com que frequência o(a) Sr(a) pensou em se ferir de alguma maneira ou achou que seria melhor estar morto?",2019
O00101,"Atualmente, o(a) Sr(a) dirige automóvel (inclusive táxi, aplicativos de transporte e similares)",2019
O00201,"Atualmente, o(a) Sr(a) dirige motocicleta",2019
O00401,"Com que frequência o(a) Sr(a) usa cinto de segurança quando dirige automóvel (inclusive táxi, aplicativos de transporte e similares)?",2019
O00402,"Com que frequência o(a) Sr(a) usa cinto de segurança quando anda no banco da frente como passageiro de automóvel (inclusive táxi, aplicativos de transporte e similares)?",2019
O00501,"Com que frequência o(a) Sr(a) usa cinto de segurança quando anda no banco de trás de automóvel (inclusive táxi, aplicativos de transporte e similares)?",2019
O00701,Com que frequência o(a) Sr(a) usa capacete quando dirige motocicleta,2019
O00801,Com que frequência o(a) Sr(a) usa capacete quando anda como passageiro de motocicleta,2019
O00802,"Com que frequência o (a) senhor (a) manuseia o celular durante a condução de moto ou automóvel (inclusive táxi, aplicativos de transporte e similares)?",2019
O00803,"Com que frequência o (a) senhor (a) conduz moto ou automóvel (inclusive táxi, aplicativos de transporte e similares) acima da velocidade da via?",2019
O009,"Nos últimos doze meses, o(a) Sr(a) se envolveu em algum acidente de trânsito no qual tenha sofrido lesões corporais (ferimentos)",2019
O00901,Quantos,2019
O010,"Algum desses acidentes de trânsito ocorreu quando o(a) Sr(a) estava trabalhando, indo ou voltando do trabalho",2019
O01102,"Durante o acidente de trânsito ocorrido nos últimos 12 meses, o(a) Sr(a) era: (Se houver mais de um, considere o mais grave)",2019
O01401,"Por causa deste acidente de trânsito o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?",2019
O01501,"Para este acidente de trânsito, o(a) Sr(a) recebeu algum tipo de atendimento de saúde?",2019
O01602,Onde o(a) Sr(a) recebeu o primeiro atendimento de saúde,2019
O01702,Quem lhe prestou atendimento no local do acidente,2019
O019,"Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais? (Se houver mais de um, considere o mais grave)",2019
O02001,"O Sr(a) tem alguma sequela física permanente decorrente deste acidente de trânsito? (Se houver mais de um, considere o mais grave)",2019
O021,Nos últimos doze meses o(a) Sr(a) se envolveu em algum acidente de trabalho? (Sem considerar os acidentes de trânsito e/ou de deslocamento para o trabalho),2019
O02101,Quantos,2019
O02201,"Como consequência desse acidente de trabalho, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?",2019
