Códigos das respostas,Respostas Possíveis,Código da variável,Número do item da pergunta,Ano
1,"Não, nenhuma dificuldade",G057,G57,2019
2,"Sim, alguma dificuldade",G057,G57,2019
3,"Sim, muita dificuldade",G057,G57,2019
4,"Sim, não consegue de modo algum",G057,G57,2019
9 ,Ignorado,G057,G57,2019
1,"Não, nenhuma dificuldade",G058,G58,2019
2,"Sim, alguma dificuldade",G058,G58,2019
3,"Sim, muita dificuldade",G058,G58,2019
4,"Sim, não consegue de modo algum",G058,G58,2019
9 ,Ignorado,G058,G58,2019
1,Sim,G05801,G58a,2019
2,Não,G05801,G58a,2019
9,Ignorado,G05801,G58a,2019
1,Sim,G059,G59,2019
2,Não,G059,G59,2019
9 ,Ignorado,G059,G59,2019
1,Sim,G060,G60,2019
2,Não,G060,G60,2019
9 ,Ignorado,G060,G60,2019
1,Sim,G061,G61,2019
2,Não,G061,G61,2019
9 ,Ignorado,G061,G61,2019
1,Sim,G062,G62,2019
2,Não,G062,G62,2019
9 ,Ignorado,G062,G62,2019
1,Sim,G063,G63,2019
2,Não,G063,G63,2019
9 ,Ignorado,G063,G63,2019
1,Sim,G064,G64,2019
2,Não,G064,G64,2019
9 ,Ignorado,G064,G64,2019
1,Sim,G065,G65,2019
2,Não,G065,G65,2019
9 ,Ignorado,G065,G65,2019
1,Sim,G066,G66,2019
2,Não,G066,G66,2019
9 ,Ignorado,G066,G66,2019
1,Sim,G067,G67,2019
2,Não,G067,G67,2019
9 ,Ignorado,G067,G67,2019
1,Sim,G068,G68,2019
2,Não,G068,G68,2019
9 ,Ignorado,G068,G68,2019
1,"Não, nenhuma dificuldade",G070,G70,2019
2,"Sim, alguma dificuldade",G070,G70,2019
3,"Sim, muita dificuldade",G070,G70,2019
4,"Sim, não consegue de modo algum",G070,G70,2019
9 ,Ignorado,G070,G70,2019
1,"Não, nenhuma dificuldade",G071,G71,2019
2,"Sim, alguma dificuldade",G071,G71,2019
3,"Sim, muita dificuldade",G071,G71,2019
4,"Sim, não consegue de modo algum",G071,G71,2019
9 ,Ignorado,G071,G71,2019
1,Sim,G072,G72,2019
2,Não,G072,G72,2019
9 ,Ignorado,G072,G72,2019
1,Sim,G073,G73,2019
2,Não,G073,G73,2019
9 ,Ignorado,G073,G73,2019
1,Sim,G074,G74,2019
2,Não,G074,G74,2019
9 ,Ignorado,G074,G74,2019
1,Sim,G075,G75,2019
2,Não,G075,G75,2019
9 ,Ignorado,G075,G75,2019
1,Sim,G076,G76,2019
2,Não,G076,G76,2019
9 ,Ignorado,G076,G76,2019
1,Sim,G077,G77,2019
2,Não,G077,G77,2019
9 ,Ignorado,G077,G77,2019
1,"Não, nenhuma dificuldade",G079,G79,2019
2,"Sim, alguma dificuldade",G079,G79,2019
3,"Sim, muita dificuldade",G079,G79,2019
4,"Sim, não consegue de modo algum",G079,G79,2019
9 ,Ignorado,G079,G79,2019
1,"Não, nenhuma dificuldade",G080,G80,2019
2,"Sim, alguma dificuldade",G080,G80,2019
3,"Sim, muita dificuldade",G080,G80,2019
4,"Sim, não consegue de modo algum",G080,G80,2019
9 ,Ignorado,G080,G80,2019
1,"Não, nenhuma dificuldade",G081,G81,2019
2,"Sim, alguma dificuldade",G081,G81,2019
3,"Sim, muita dificuldade",G081,G81,2019
4,"Sim, não consegue de modo algum",G081,G81,2019
9 ,Ignorado,G081,G81,2019
1,"Não, nenhuma dificuldade",G082,G82,2019
2,"Sim, alguma dificuldade",G082,G82,2019
3,"Sim, muita dificuldade",G082,G82,2019
4,"Sim, não consegue de modo algum",G082,G82,2019
9 ,Ignorado,G082,G82,2019
1,"Não, nenhuma dificuldade",G083,G83,2019
2,"Sim, alguma dificuldade",G083,G83,2019
3,"Sim, muita dificuldade",G083,G83,2019
4,"Sim, não consegue de modo algum",G083,G83,2019
9 ,Ignorado,G083,G83,2019
1,Sim,G084,G84,2019
2,Não,G084,G84,2019
9 ,Ignorado,G084,G84,2019
1,No domicílio                         ,G085,G85,2019
2,Em serviço de saúde,G085,G85,2019
9 ,Ignorado,G085,G85,2019
1,SUS ou serviço conveniado ao SUS,G086,G86,2019
2,"Convênio, Plano de saúde ou particular",G086,G86,2019
3,Outros,G086,G86,2019
4,Não sei informar,G086,G86,2019
9 ,Ignorado,G086,G86,2019
1,A própria pessoa ,G032,G32,2019
2,Outro morador.,G032,G32,2019
3,Pessoa não moradora,G032,G32,2019
9,Ignorado,G032,G32,2019
1,Sim,I00101,I1a,2019
2,Não,I00101,I1a,2019
9 ,Ignorado,I00101,I1a,2019
1,Sim,I00102,I1b,2019
2,Não,I00102,I1b,2019
9 ,Ignorado,I00102,I1b,2019
01 a 10,Número de planos,I001021,I1b,2019
99,Ignorado,I001021,I1b,2019
1,Titular morador ,I00103,I1c,2019
2,Titular não morador ,I00103,I1c,2019
9 ,Ignorado,I00103,I1c,2019
1,morador 1,I001031,I1c,2019
2,morador 2 ,I001031,I1c,2019
3,...,I001031,I1c,2019
30,morador 30,I001031,I1c,2019
1,Até 6 meses,I005,I5,2019
2,Mais de 6 meses até 1 ano,I005,I5,2019
3,Mais de 1 ano até 2 anos,I005,I5,2019
4,Mais de 2 anos,I005,I5,2019
9 ,Ignorado,I005,I5,2019
1,Muito bom,I006,I6,2019
2,Bom,I006,I6,2019
3,Regular,I006,I6,2019
4,Ruim,I006,I6,2019
5,Muito ruim,I006,I6,2019
6,Nunca usou o plano de saúde,I006,I6,2019
9 ,Ignorado,I006,I6,2019
1,Sim,I004,I4,2019
2,Não,I004,I4,2019
9 ,Ignorado,I004,I4,2019
1,Sim,I00401,I4a,2019
2,Não,I00401,I4a,2019
9 ,Ignorado,I00401,I4a,2019
1,Sim,I00402,I4a,2019
2,Não,I00402,I4a,2019
9 ,Ignorado,I00402,I4a,2019
1,Sim,I00403,I4a,2019
2,Não,I00403,I4a,2019
9 ,Ignorado,I00403,I4a,2019
1,Sim,I00404,I4a,2019
2,Não,I00404,I4a,2019
9 ,Ignorado,I00404,I4a,2019
1,Somente o empregador (atual ou anterior),I010010,I10a,2019
2,Parte o titular e parte o empregador (atual ou anterior),I010010,I10a,2019
3,"Somente o titular, diretamente ao plano",I010010,I10a,2019
4,Somente outro morador do domicílio ,I010010,I10a,2019
5,Pessoa não moradora do domicílio,I010010,I10a,2019
6,Outro,I010010,I10a,2019
9 ,Ignorado,I010010,I10a,2019
1,A própria pessoa,I012,I12,2019
2,Outro morador      ,I012,I12,2019
3,Não morador,I012,I12,2019
9,Ignorado,I012,I12,2019
1,Muito bom,J001,J1,2019
2,Bom,J001,J1,2019
3,Regular,J001,J1,2019
4,Ruim,J001,J1,2019
5,Muito ruim,J001,J1,2019
9 ,Ignorado,J001,J1,2019
1,Muito bom,J00101,J1a,2019
2,Bom,J00101,J1a,2019
3,Regular,J00101,J1a,2019
4,Ruim,J00101,J1a,2019
5,Muito ruim,J00101,J1a,2019
9 ,Ignorado,J00101,J1a,2019
1,Sim,J002,J2,2019
2,Não,J002,J2,2019
9 ,Ignorado,J002,J2,2019
01 a 14,Dias,J003,J3,2019
99,Ignorado,J003,J3,2019
01,"Problemas nos ossos e articulações (Dor nas costas, problema no pescoço ou na nuca/ Dor nos braços ou nas mãos/ Artrite ou reumatismo)",J00402,J4a,2019
02,Dor de cabeça ou enxaqueca,J00402,J4a,2019
03,Problemas gineco-obstétricos (Problemas menstruais ou da gravidez e parto),J00402,J4a,2019
04, Problema odontológico/Dor de dente,J00402,J4a,2019
05,Problemas respiratórios (Resfriado / gripe /sinusite/ asma / bronquite / pneumonia),J00402,J4a,2019
06,Problemas gastrointestinais (Diarreia / vômito / náusea / gastrite / dor de barriga),J00402,J4a,2019
07," Dengue, Chikungunya, Zika Vírus ou Febre amarela",J00402,J4a,2019
08,Problemas cardiovasculares (Pressão alta / doença do coração / AVC ou derrame),J00402,J4a,2019
09,Diabetes,J00402,J4a,2019
10,Câncer (inclusive quimioterapia/radioterapia),J00402,J4a,2019
11,Problemas neurológicos (Alzheimer/Esclerose/Doença de Parkinson/Demência ,J00402,J4a,2019
12,Saúde mental (Depressão/ bipolaridade/esquizofrenia/transtorno de ansiedade/outro problema de saúde mental),J00402,J4a,2019
13,Lesões ou fraturas provocada (s) por acidentes ou violência,J00402,J4a,2019
14,Outro problema de saúde,J00402,J4a,2019
99,Ignorado,J00402,J4a,2019
1,Sim,J00404,J4b,2019
2,Não ,J00404,J4b,2019
3,Não trabalhava/nunca trabalhou ,J00404,J4b,2019
9 ,Ignorado,J00404,J4b,2019
1,Sim,J005,J5,2019
2,Não,J005,J5,2019
9 ,Ignorado,J005,J5,2019
01 a 14,Dias,J006,J6,2019
99,Ignorado,J006,J6,2019
1,Sim,J007,J7,2019
2,Não,J007,J7,2019
9 ,Ignorado,J007,J7,2019
1,Sim,J00801,J8a,2019
2,Não,J00801,J8a,2019
9 ,Ignorado,J00801,J8a,2019
1,Sim,J009,J9,2019
2,Não,J009,J9,2019
9 ,Ignorado,J009,J9,2019
01,Farmácia,J01002,J10a,2019
02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),J01002,J10a,2019
03," Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",J01002,J10a,2019
04,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",J01002,J10a,2019
05, Ambulatório de hospital público.,J01002,J10a,2019
06,"Consultório particular, clínica privada ou ambulatório de hospital privado",J01002,J10a,2019
07,Pronto atendimento ou emergência de hospital privado.,J01002,J10a,2019
08,Atendimento domiciliar,J01002,J10a,2019
09,Outro serviço,J01002,J10a,2019
99,Ignorado,J01002,J10a,2019
1, Até 1 ano ,J01101,J11a,2019
2, Mais de 1 ano a 2 anos,J01101,J11a,2019
3, Mais de 2 anos a 3 anos,J01101,J11a,2019
4, Mais de 3 anos,J01101,J11a,2019
5, Nunca foi ao médico,J01101,J11a,2019
9 ,Ignorado,J01101,J11a,2019
999,Ignorado,J012,J12,2019
1, Até 1 ano ,J01301,J13a,2019
2, Mais de 1 ano a 2 anos,J01301,J13a,2019
3, Mais de 2 anos a 3 anos,J01301,J13a,2019
4, Mais de 3 anos,J01301,J13a,2019
5, Nunca foi ao dentista,J01301,J13a,2019
9 ,Ignorado,J01301,J13a,2019
1,Sim,J014,J14,2019
2,Não ,J014,J14,2019
9 ,Ignorado,J014,J14,2019
01," Acidente, lesão ou fratura",J01502,J15a,2019
02," Doença (dor, febre, diarreia etc) ou continuação de tratamento de doença",J01502,J15a,2019
03," Problema odontológico, dor de dente ou consulta de rotina ao dentista",J01502,J15a,2019
04," Reabilitação (fisioterapia, fonoaudiologia, terapia ocupacional etc)",J01502,J15a,2019
05, Pré-natal,J01502,J15a,2019
06, Parto,J01502,J15a,2019
07,"Exame complementar de diagnóstico (sangue, urina, imagem, etc)",J01502,J15a,2019
08, Vacinação,J01502,J15a,2019
09," Prevenção, check-up médico ou puericultura",J01502,J15a,2019
10,Solicitação de atestado de saúde,J01502,J15a,2019
11," Acompanhamento com psicólogo, nutricionista, ou outro profissional de saúde",J01502,J15a,2019
12,Outro,J01502,J15a,2019
99,Ignorado,J01502,J15a,2019
1, Farmácia. ,J01602,J16a,2019
2,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família). ,J01602,J16a,2019
3,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",J01602,J16a,2019
4,"UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",J01602,J16a,2019
5, Ambulatório de hospital público,J01602,J16a,2019
6,Consultório particular clínica privada ou ambulatório de hospital privado,J01602,J16a,2019
7, Pronto atendimento ou emergência de hospital privado.,J01602,J16a,2019
8,No domicílio,J01602,J16a,2019
9,Outro serviço,J01602,J16a,2019
99,Ignorado,J01602,J16a,2019
1,Foi agendado para outro dia/outro local,J01701,J17a,2019
2,Não foi atendido,J01701,J17a,2019
3,Foi atendido,J01701,J17a,2019
9 ,Ignorado,J01701,J17a,2019
1,Não conseguiu vaga nem pegar senha,J01802,J18a,2019
2,Não tinha médico ou dentista atendendo,J01802,J18a,2019
3,Não havia serviço ou profissional de saúde especializado para atender,J01802,J18a,2019
4, Esperou muito e desistiu,J01802,J18a,2019
5, O serviço de saúde não estava funcionando,J01802,J18a,2019
6, Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,J01802,J18a,2019
7,Não podia pagar pela consulta,J01802,J18a,2019
8,Outro,J01802,J18a,2019
9 ,Ignorado,J01802,J18a,2019
0 a 15,Número de vezes,J019,J19,2019
99,Ignorado,J019,J19,2019
01,Farmácia. ,J02002,J20a,2019
02,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família).,J02002,J20a,2019
03,"Policlínica pública, PAM (Posto de Assistência Médica) ou Centro de Especialidades público",J02002,J20a,2019
04," UPA (Unidade de Pronto Atendimento), outro tipo de pronto atendimento público (24 horas), pronto-socorro ou emergência de hospital público.",J02002,J20a,2019
05, Ambulatório de hospital público.,J02002,J20a,2019
06,"Consultório particular, clínica privada ou ambulatório de hospital privado",J02002,J20a,2019
07,Pronto atendimento ou emergência de hospital privado.,J02002,J20a,2019
08,No domicílio,J02002,J20a,2019
09,Outro serviço,J02002,J20a,2019
99,Ignorado,J02002,J20a,2019
1,Sim,J021,J21,2019
2,Não,J021,J21,2019
9 ,Ignorado,J021,J21,2019
1,Não conseguiu vaga nem pegar senha,J022010,J22a,2019
2,Não tinha médico ou dentista atendendo,J022010,J22a,2019
3,Não havia serviço ou profissional de saúde especializado para atender,J022010,J22a,2019
4, Esperou muito e desistiu,J022010,J22a,2019
5,O serviço de saúde não estava funcionando,J022010,J22a,2019
6,Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,J022010,J22a,2019
7,Não podia pagar pela consulta,J022010,J22a,2019
8,Outro ,J022010,J22a,2019
9 ,Ignorado,J022010,J22a,2019
1,Público  ,J023,J23,2019
2,Privado ,J023,J23,2019
3,Não sabe/Não lembra,J023,J23,2019
1,Sim,J024,J24,2019
2,Não,J024,J24,2019
9 ,Ignorado,J024,J24,2019
1,Sim,J025,J25,2019
2,Não,J025,J25,2019
9 ,Ignorado,J025,J25,2019
1,Sim,J026,J26,2019
2,Não,J026,J26,2019
3,Não sabe/Não lembra,J026,J26,2019
01,Consulta médica,J02702,J27a,2019
02,Consulta odontológica,J02702,J27a,2019
03,"Consulta com outro profissional de saúde (fisioterapeuta, fonoaudiólogo, psicólogo, nutricionista, enfermeiro, etc.)",J02702,J27a,2019
04,Atendimento com agente comunitário de saúde,J02702,J27a,2019
05,Atendimento na farmácia,J02702,J27a,2019
06,Vacinação,J02702,J27a,2019
07,"Medição/aferição de pressão arterial, Injeção, curativo",J02702,J27a,2019
08,"Quimioterapia, radioterapia, hemodiálise ou hemoterapia",J02702,J27a,2019
09,"Exame complementar de diagnóstico (sangue, urina, imagem, etc)",J02702,J27a,2019
10,Gesso ou imobilização,J02702,J27a,2019
11,Pequena cirurgia em ambulatório,J02702,J27a,2019
12,Internação hospitalar ou cirurgia,J02702,J27a,2019
13,"Práticas integrativas e complementares como acupuntura, homeopatia, plantas medicinais e fitoterapia, meditação, yoga, tai chi chuan e liang gong.",J02702,J27a,2019
14,"Práticas de promoção de saúde, tais como grupos de atividade física, orientação sobre alimentação saudável, uso abusivo de outras drogas, grupo de cessação de tabagismo.",J02702,J27a,2019
15,Outro atendimento,J02702,J27a,2019
99,Ignorado,J02702,J27a,2019
1,Sim,J02901,J29a,2019
2,Não,J02901,J29a,2019
9 ,Ignorado,J02901,J29a,2019
1,"Sim, todos",J03001,J30a,2019
2,"Sim, alguns",J03001,J30a,2019
3,"Não, nenhum",J03001,J30a,2019
9 ,Ignorado,J03001,J30a,2019
1,Não conseguiu obter no serviço público de saúde,J03102,J31a,2019
2,Não conseguiu o(s) medicamento(s) no programa Aqui Tem Farmácia Popular ,J03102,J31a,2019
3,Não tinha farmácia próxima ou teve dificuldade de transporte,J03102,J31a,2019
4,Não conseguiu encontrar todos os medicamentos na farmácia,J03102,J31a,2019
5,Não tinha dinheiro para comprar,J03102,J31a,2019
6,Não achou necessário,J03102,J31a,2019
7," Desistiu de procurar, pois melhorou",J03102,J31a,2019
8,Outro,J03102,J31a,2019
9 ,Ignorado,J03102,J31a,2019
1,"Sim, todos  ",J032,J32,2019
2,"Sim, alguns ",J032,J32,2019
3,"Não, nenhum",J032,J32,2019
9 ,Ignorado,J032,J32,2019
1,"Sim, todos  ",J03301,J33a,2019
2,"Sim, alguns ",J03301,J33a,2019
3,"Não, nenhum",J03301,J33a,2019
9 ,Ignorado,J03301,J33a,2019
1,"Sim, todos  ",J034,J34,2019
2,"Sim, alguns ",J034,J34,2019
3,"Não, nenhum",J034,J34,2019
9 ,Ignorado,J034,J34,2019
1,Sim,J035,J35,2019
2,Não,J035,J35,2019
9 ,Ignorado,J035,J35,2019
01,Não houve necessidade,J03602,J36a,2019
02,Não tinha dinheiro,J03602,J36a,2019
03, O local de atendimento era distante ou teve dificuldade de transporte,J03602,J36a,2019
04, Horário incompatível,J03602,J36a,2019
05,O atendimento é muito demorado,J03602,J36a,2019
06, O estabelecimento não possuía especialista compatível com suas necessidades,J03602,J36a,2019
07, Achou que não tinha direito,J03602,J36a,2019
08,Não tinha quem o(a) acompanhasse,J03602,J36a,2019
09,Não gostava dos profissionais do estabelecimento,J03602,J36a,2019
10,Greve nos serviços de saúde,J03602,J36a,2019
11,Outro motivo,J03602,J36a,2019
99,Ignorado,J03602,J36a,2019
1,Sim,J037,J37,2019
2,Não,J037,J37,2019
9 ,Ignorado,J037,J37,2019
01 a 98,Vezes,J038,J38,2019
99,Ignorado,J038,J38,2019
1, Parto normal,J039,J39,2019
2, Parto cesáreo,J039,J39,2019
3, Tratamento clínico,J039,J39,2019
4, Tratamento psiquiátrico,J039,J39,2019
5, Cirurgia ,J039,J39,2019
6, Exames complementares de diagnóstico,J039,J39,2019
7,Outro,J039,J39,2019
9 ,Ignorado,J039,J39,2019
00 a 12,Meses,J04001,J40,2019
88,Morador ainda está internado,J04001,J40,2019
99,Ignorado,J04001,J40,2019
00 a 31,Dias,J04002,J40,2019
88,Morador ainda está internado,J04002,J40,2019
99,Ignorado,J04002,J40,2019
1,Público,J041,J41,2019
2,Privado,J041,J41,2019
3,Não sabe/Não lembra,J041,J41,2019
1,Sim,J042,J42,2019
2,Não,J042,J42,2019
9 ,Ignorado,J042,J42,2019
1,Sim,J043,J43,2019
2,Não ,J043,J43,2019
9 ,Ignorado,J043,J43,2019
1,Sim,J044,J44,2019
2,Não  ,J044,J44,2019
3,Não sabe/Não lembra,J044,J44,2019
1,Sim,J046,J46,2019
2,Não,J046,J46,2019
9 ,Ignorado,J046,J46,2019
1,Sim,J047,J47,2019
2,Não  ,J047,J47,2019
9 ,Ignorado,J047,J47,2019
1,Sim,J048,J48,2019
2,Não  ,J048,J48,2019
9 ,Ignorado,J048,J48,2019
1,Sim,J049,J49,2019
2,Não  ,J049,J49,2019
3,Não sabe/Não lembra,J049,J49,2019
1,Sim,J051,J51,2019
2,Não  ,J051,J51,2019
9 ,Ignorado,J051,J51,2019
1, SAMU,J052,J52,2019
2, Ambulância de serviço público de saúde,J052,J52,2019
3,Ambulância de serviço de saúde privado/plano de saúde ,J052,J52,2019
4, Corpo de Bombeiros,J052,J52,2019
5,Outro,J052,J52,2019
9 ,Ignorado,J052,J52,2019
1,Sim,J05301,J53a,2019
2,Não  ,J05301,J53a,2019
9 ,Ignorado,J05301,J53a,2019
1,Sim,J05402,J54,2019
2,Não  ,J05402,J54,2019
9 ,Ignorado,J05402,J54,2019
1,Sim,J05403,J54,2019
2,Não  ,J05403,J54,2019
9 ,Ignorado,J05403,J54,2019
1,Sim,J05404,J54,2019
2,Não  ,J05404,J54,2019
9 ,Ignorado,J05404,J54,2019
1,Sim,J05405,J54,2019
2,Não  ,J05405,J54,2019
9 ,Ignorado,J05405,J54,2019
1,Sim,J05406,J54,2019
2,Não  ,J05406,J54,2019
9 ,Ignorado,J05406,J54,2019
1,Sim,J05407,J54,2019
2,Não  ,J05407,J54,2019
9 ,Ignorado,J05407,J54,2019
1,Sim,J05408,J54,2019
2,Não  ,J05408,J54,2019
9 ,Ignorado,J05408,J54,2019
1,Sim,J05409,J54,2019
2,Não  ,J05409,J54,2019
9 ,Ignorado,J05409,J54,2019
1,Sim,J054010,J54,2019
2,Não  ,J054010,J54,2019
9 ,Ignorado,J054010,J54,2019
1,"Sim, todos",J056,J56,2019
2,"Sim, alguns",J056,J56,2019
3,Não,J056,J56,2019
9 ,Ignorado,J056,J56,2019
1,"Sim, todos",J057,J57,2019
2,"Sim, alguns",J057,J57,2019
3,Não,J057,J57,2019
4,Não sabe/Não lembra,J057,J57,2019
1,Própria pessoa,J060,J60,2019
2,Outro morador,J060,J60,2019
3,Pessoa não moradora,J060,J60,2019
9,Ignorado,J060,J60,2019
1,Não consegue,K001,K1,2019
2,Tem grande dificuldade,K001,K1,2019
3,Tem pequena dificuldade,K001,K1,2019
4,Não tem dificuldade,K001,K1,2019
9 ,Ignorado,K001,K1,2019
1,Não consegue,K004,K4,2019
2,Tem grande dificuldade,K004,K4,2019
3,Tem pequena dificuldade,K004,K4,2019
4,Não tem dificuldade,K004,K4,2019
9 ,Ignorado,K004,K4,2019
1,Não consegue,K007,K7,2019
2,Tem grande dificuldade,K007,K7,2019
3,Tem pequena dificuldade,K007,K7,2019
4,Não tem dificuldade,K007,K7,2019
9 ,Ignorado,K007,K7,2019
1,Não consegue,K010,K10,2019
2,Tem grande dificuldade,K010,K10,2019
3,Tem pequena dificuldade,K010,K10,2019
4,Não tem dificuldade,K010,K10,2019
9 ,Ignorado,K010,K10,2019
1,Não consegue,K013,K13,2019
2,Tem grande dificuldade,K013,K13,2019
3,Tem pequena dificuldade,K013,K13,2019
4,Não tem dificuldade,K013,K13,2019
9 ,Ignorado,K013,K13,2019
1,Não consegue,K016,K16,2019
2,Tem grande dificuldade,K016,K16,2019
3,Tem pequena dificuldade,K016,K16,2019
4,Não tem dificuldade,K016,K16,2019
9 ,Ignorado,K016,K16,2019
1,Não consegue,K019,K19,2019
2,Tem grande dificuldade,K019,K19,2019
3,Tem pequena dificuldade,K019,K19,2019
4,Não tem dificuldade,K019,K19,2019
9 ,Ignorado,K019,K19,2019
1,Sim,K01901,K19a,2019
2,Não,K01901,K19a,2019
9 ,Ignorado,K01901,K19a,2019
1,Sim,K02001,K20a,2019
2,Não,K02001,K20a,2019
9 ,Ignorado,K02001,K20a,2019
1, Parente morador no domicílio,K02101,K21a,2019
2, Parente não morador no domicílio,K02101,K21a,2019
3,Enfermeiro ou cuidador contratado ,K02101,K21a,2019
4, Empregada doméstica,K02101,K21a,2019
5,Outra pessoa não parente ,K02101,K21a,2019
9 ,Ignorado,K02101,K21a,2019
1,Sim,K02102,K21b,2019
2,Não,K02102,K21b,2019
9 ,Ignorado,K02102,K21b,2019
1,Não consegue,K022,K22,2019
2,Tem grande dificuldade,K022,K22,2019
3,Tem pequena dificuldade,K022,K22,2019
4,Não tem dificuldade,K022,K22,2019
9 ,Ignorado,K022,K22,2019
1,Não consegue,K025,K25,2019
2,Tem grande dificuldade,K025,K25,2019
3,Tem pequena dificuldade,K025,K25,2019
4,Não tem dificuldade,K025,K25,2019
9 ,Ignorado,K025,K25,2019
1, Nenhuma dificuldade,K028,K28,2019
2, Alguma dificuldade,K028,K28,2019
3, Muita dificuldade,K028,K28,2019
4,Não consegue de modo algum,K028,K28,2019
5,Não faz uso de medicamentos,K028,K28,2019
9 ,Ignorado,K028,K28,2019
1,Não consegue,K031,K31,2019
2,Tem grande dificuldade,K031,K31,2019
3,Tem pequena dificuldade,K031,K31,2019
4,Não tem dificuldade,K031,K31,2019
9 ,Ignorado,K031,K31,2019
1,Não consegue,K034,K34,2019
2,Tem grande dificuldade,K034,K34,2019
3,Tem pequena dificuldade,K034,K34,2019
4,Não tem dificuldade,K034,K34,2019
